,file name,dpct snippet,manual snippets
116,../oneAPI-DirectProgramming-training/knn/dpcpp/main.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::range<2> shared_A_range_ct1(16 /*BLOCK_DIM*/, 16 /*BLOCK_DIM*/);
 
     sycl::accessor<float, 2, sycl::access::mode::read_write,
                    sycl::access::target::local>
         shared_A_acc_ct1(shared_A_range_ct1, cgh);
     sycl::accessor<float, 2, sycl::access::mode::read_write,
                    sycl::access::target::local>
         shared_B_acc_ct1(shared_B_range_ct1, cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         begin_A_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         begin_B_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         step_A_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         step_B_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         end_A_acc_ct1(cgh);
 
     cgh.parallel_for(
         sycl::nd_range<3>(g_16x16 * t_16x16, t_16x16),
         [=](sycl::nd_item<3> item_ct1) {
           cuComputeDistanceGlobal(
               ref_dev, ref_width, query_dev, query_width, height, dist_dev,
               item_ct1,
               dpct::accessor<float, dpct::local, 2>(shared_A_acc_ct1,
                                                     shared_A_range_ct1),
               dpct::accessor<float, dpct::local, 2>(shared_B_acc_ct1,
                                                     shared_B_range_ct1),
               begin_A_acc_ct1.get_pointer(), begin_B_acc_ct1.get_pointer(),
               step_A_acc_ct1.get_pointer(), step_B_acc_ct1.get_pointer(),
               end_A_acc_ct1.get_pointer());
         });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     sycl::range<2> shared_A_range_ct1(16 /*BLOCK_DIM*/, 16 /*BLOCK_DIM*/);
 
     sycl::accessor<float, 2, sycl::access::mode::read_write,
                    sycl::access::target::local>
         shared_A_acc_ct1(shared_A_range_ct1, cgh);
     sycl::accessor<float, 2, sycl::access::mode::read_write,
                    sycl::access::target::local>
         shared_B_acc_ct1(shared_B_range_ct1, cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         begin_A_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         begin_B_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         step_A_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         step_B_acc_ct1(cgh);
     sycl::accessor<int, 0, sycl::access::mode::read_write,
                    sycl::access::target::local>
         end_A_acc_ct1(cgh);
 
     auto dpct_global_range = g_16x16 * t_16x16;
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                            dpct_global_range.get(0)),
             sycl::range<3>(t_16x16.get(2), t_16x16.get(1), t_16x16.get(0))),
         [=](sycl::nd_item<3> item_ct1) {
           cuComputeDistanceGlobal(
               ref_dev, ref_width, query_dev, query_width, height, dist_dev,
               item_ct1,
               dpct::accessor<float, dpct::local, 2>(shared_A_acc_ct1,
                                                     shared_A_range_ct1),
               dpct::accessor<float, dpct::local, 2>(shared_B_acc_ct1,
                                                     shared_B_range_ct1),
               begin_A_acc_ct1.get_pointer(), begin_B_acc_ct1.get_pointer(),
               step_A_acc_ct1.get_pointer(), step_B_acc_ct1.get_pointer(),
               end_A_acc_ct1.get_pointer());
         });
   });
"
117,../oneAPI-DirectProgramming-training/knn/dpcpp/main.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(sycl::nd_range<3>(g_256x1 * t_256x1, t_256x1),
                      [=](sycl::nd_item<3> item_ct1) {
                        cuInsertionSort(dist_dev, ind_dev, query_width,
                                        ref_width, k, item_ct1);
                      });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     auto dpct_global_range = g_256x1 * t_256x1;
 
     cgh.parallel_for(
         sycl::nd_range<3>(
             sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                            dpct_global_range.get(0)),
             sycl::range<3>(t_256x1.get(2), t_256x1.get(1), t_256x1.get(0))),
         [=](sycl::nd_item<3> item_ct1) {
           cuInsertionSort(dist_dev, ind_dev, query_width, ref_width, k,
                           item_ct1);
         });
   });
"
118,../oneAPI-DirectProgramming-training/knn/dpcpp/main.dp.cpp,"   q_ct1.submit([&](sycl::handler &cgh) {
     cgh.parallel_for(sycl::nd_range<3>(g_k_16x16 * t_k_16x16, t_k_16x16),
                      [=](sycl::nd_item<3> item_ct1) {
                        cuParallelSqrt(dist_dev, query_width, k, item_ct1);
                      });
   });
","   q_ct1.submit([&](sycl::handler &cgh) {
     auto dpct_global_range = g_k_16x16 * t_k_16x16;
 
     cgh.parallel_for(
         sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                          dpct_global_range.get(1),
                                          dpct_global_range.get(0)),
                           sycl::range<3>(t_k_16x16.get(2), t_k_16x16.get(1),
                                          t_k_16x16.get(0))),
         [=](sycl::nd_item<3> item_ct1) {
           cuParallelSqrt(dist_dev, query_width, k, item_ct1);
         });
   });
"
119,../oneAPI-DirectProgramming-training/lanczos/dpcpp/lanczos.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
120,../oneAPI-DirectProgramming-training/lanczos/dpcpp/lanczos.dp.cpp,"         item_ct1.barrier();
","         item_ct1.barrier();
"
121,../oneAPI-DirectProgramming-training/laplace/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(dimGrid * dimBlock, dimBlock),
                        [=](sycl::nd_item<3> item_ct1) {
                          red_kernel(aP_d, aW_d, aE_d, aS_d, aN_d, b_d,
                                     temp_black_d, temp_red_d, bl_norm_L2_d,
                                     item_ct1);
                        });
     });
","         q_ct1.submit([&](sycl::handler &cgh) {
             auto dpct_global_range = dimGrid * dimBlock;
 
             cgh.parallel_for(
                 sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                  dpct_global_range.get(1),
                                                  dpct_global_range.get(0)),
                                   sycl::range<3>(dimBlock.get(2),
                                                  dimBlock.get(1),
                                                  dimBlock.get(0))),
                 [=](sycl::nd_item<3> item_ct1) {
                     red_kernel(aP_d, aW_d, aE_d, aS_d, aN_d, b_d, temp_black_d,
                                temp_red_d, bl_norm_L2_d, item_ct1);
                 });
         });
"
122,../oneAPI-DirectProgramming-training/laplace/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(dimGrid * dimBlock, dimBlock),
                        [=](sycl::nd_item<3> item_ct1) {
                          black_kernel(aP_d, aW_d, aE_d, aS_d, aN_d, b_d,
                                       temp_red_d, temp_black_d, bl_norm_L2_d,
                                       item_ct1);
                        });
     });
","         q_ct1.submit([&](sycl::handler &cgh) {
             auto dpct_global_range = dimGrid * dimBlock;
 
             cgh.parallel_for(
                 sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                  dpct_global_range.get(1),
                                                  dpct_global_range.get(0)),
                                   sycl::range<3>(dimBlock.get(2),
                                                  dimBlock.get(1),
                                                  dimBlock.get(0))),
                 [=](sycl::nd_item<3> item_ct1) {
                     black_kernel(aP_d, aW_d, aE_d, aS_d, aN_d, b_d, temp_red_d,
                                  temp_black_d, bl_norm_L2_d, item_ct1);
                 });
         });
"
123,../oneAPI-DirectProgramming-training/libor/dpcpp/main.dp.cpp,"     /*
","     /*
"
124,../oneAPI-DirectProgramming-training/libor/dpcpp/main.dp.cpp,"     /*
","     /*
"
125,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
126,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
127,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
128,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
129,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
130,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
131,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
132,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     item_ct1.barrier();
","     item_ct1.barrier();
"
133,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grid_F * block_F, block_F),
                        [=](sycl::nd_item<3> item_ct1) {
                          calculate_F(dt, u_d, v_d, F_d, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grid_F * block_F;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(block_F.get(2), block_F.get(1), block_F.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             calculate_F(dt, u_d, v_d, F_d, item_ct1);
           });
     });
"
134,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grid_G * block_G, block_G),
                        [=](sycl::nd_item<3> item_ct1) {
                          calculate_G(dt, u_d, v_d, G_d, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grid_G * block_G;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(block_G.get(2), block_G.get(1), block_G.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             calculate_G(dt, u_d, v_d, G_d, item_ct1);
           });
     });
"
135,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       sycl::accessor<Real, 1, sycl::access::mode::read_write,
                      sycl::access::target::local>
 
       cgh.parallel_for(sycl::nd_range<3>(grid_pr * block_pr, block_pr),
                        [=](sycl::nd_item<3> item_ct1) {
                          sum_pressure(pres_red_d, pres_black_d, pres_sum_d,
                                       item_ct1,
                                       sum_cache_acc_ct1.get_pointer());
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       sycl::accessor<Real, 1, sycl::access::mode::read_write,
                      sycl::access::target::local>
 
       auto dpct_global_range = grid_pr * block_pr;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(block_pr.get(2), block_pr.get(1),
                                            block_pr.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             sum_pressure(pres_red_d, pres_black_d, pres_sum_d, item_ct1,
                          sum_cache_acc_ct1.get_pointer());
           });
     });
"
136,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(grid_hpbc * block_hpbc, block_hpbc),
                          [=](sycl::nd_item<3> item_ct1) {
                            set_horz_pres_BCs(pres_red_d, pres_black_d,
                                              item_ct1);
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         auto dpct_global_range = grid_hpbc * block_hpbc;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(block_hpbc.get(2),
                                              block_hpbc.get(1),
                                              block_hpbc.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               set_horz_pres_BCs(pres_red_d, pres_black_d, item_ct1);
             });
       });
"
137,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(grid_vpbc * block_hpbc, block_hpbc),
                          [=](sycl::nd_item<3> item_ct1) {
                            set_vert_pres_BCs(pres_red_d, pres_black_d,
                                              item_ct1);
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         auto dpct_global_range = grid_vpbc * block_hpbc;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(block_hpbc.get(2),
                                              block_hpbc.get(1),
                                              block_hpbc.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               set_vert_pres_BCs(pres_red_d, pres_black_d, item_ct1);
             });
       });
"
138,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(grid_pr * block_pr, block_pr),
                          [=](sycl::nd_item<3> item_ct1) {
                            red_kernel(dt, F_d, G_d, pres_black_d, pres_red_d,
                                       item_ct1);
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         auto dpct_global_range = grid_pr * block_pr;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(block_pr.get(2), block_pr.get(1),
                                              block_pr.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               red_kernel(dt, F_d, G_d, pres_black_d, pres_red_d, item_ct1);
             });
       });
"
139,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(grid_pr * block_pr, block_pr),
                          [=](sycl::nd_item<3> item_ct1) {
                            black_kernel(dt, F_d, G_d, pres_red_d, pres_black_d,
                                         item_ct1);
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         auto dpct_global_range = grid_pr * block_pr;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(block_pr.get(2), block_pr.get(1),
                                              block_pr.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               black_kernel(dt, F_d, G_d, pres_red_d, pres_black_d, item_ct1);
             });
       });
"
140,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"       q_ct1.submit([&](sycl::handler &cgh) {
         sycl::accessor<Real, 1, sycl::access::mode::read_write,
                        sycl::access::target::local>
 
         cgh.parallel_for(sycl::nd_range<3>(grid_pr * block_pr, block_pr),
                          [=](sycl::nd_item<3> item_ct1) {
                            calc_residual(dt, F_d, G_d, pres_red_d, pres_black_d,
                                          res_d, item_ct1,
                                          sum_cache_acc_ct1.get_pointer());
                          });
       });
","       q_ct1.submit([&](sycl::handler &cgh) {
         sycl::accessor<Real, 1, sycl::access::mode::read_write,
                        sycl::access::target::local>
 
         auto dpct_global_range = grid_pr * block_pr;
 
         cgh.parallel_for(
             sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                              dpct_global_range.get(1),
                                              dpct_global_range.get(0)),
                               sycl::range<3>(block_pr.get(2), block_pr.get(1),
                                              block_pr.get(0))),
             [=](sycl::nd_item<3> item_ct1) {
               calc_residual(dt, F_d, G_d, pres_red_d, pres_black_d, res_d,
                             item_ct1, sum_cache_acc_ct1.get_pointer());
             });
       });
"
141,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       sycl::accessor<Real, 1, sycl::access::mode::read_write,
                      sycl::access::target::local>
 
       cgh.parallel_for(sycl::nd_range<3>(grid_pr * block_pr, block_pr),
                        [=](sycl::nd_item<3> item_ct1) {
                          calculate_u(dt, F_d, pres_red_d, pres_black_d, u_d,
                                      max_u_d, item_ct1,
                                      max_cache_acc_ct1.get_pointer());
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       sycl::accessor<Real, 1, sycl::access::mode::read_write,
                      sycl::access::target::local>
 
       auto dpct_global_range = grid_pr * block_pr;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(block_pr.get(2), block_pr.get(1),
                                            block_pr.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             calculate_u(dt, F_d, pres_red_d, pres_black_d, u_d, max_u_d,
                         item_ct1, max_cache_acc_ct1.get_pointer());
           });
     });
"
142,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       sycl::accessor<Real, 1, sycl::access::mode::read_write,
                      sycl::access::target::local>
 
       cgh.parallel_for(sycl::nd_range<3>(grid_pr * block_pr, block_pr),
                        [=](sycl::nd_item<3> item_ct1) {
                          calculate_v(dt, G_d, pres_red_d, pres_black_d, v_d,
                                      max_v_d, item_ct1,
                                      max_cache_acc_ct1.get_pointer());
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       sycl::accessor<Real, 1, sycl::access::mode::read_write,
                      sycl::access::target::local>
 
       auto dpct_global_range = grid_pr * block_pr;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(block_pr.get(2), block_pr.get(1),
                                            block_pr.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             calculate_v(dt, G_d, pres_red_d, pres_black_d, v_d, max_v_d,
                         item_ct1, max_cache_acc_ct1.get_pointer());
           });
     });
"
143,../oneAPI-DirectProgramming-training/lid-driven-cavity/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grid_bcs * block_bcs, block_bcs),
                        [=](sycl::nd_item<3> item_ct1) {
                          set_BCs(u_d, v_d, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grid_bcs * block_bcs;
 
       cgh.parallel_for(
           sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                            dpct_global_range.get(1),
                                            dpct_global_range.get(0)),
                             sycl::range<3>(block_bcs.get(2), block_bcs.get(1),
                                            block_bcs.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             set_BCs(u_d, v_d, item_ct1);
           });
     });
"
144,../oneAPI-DirectProgramming-training/lombscargle/dpcpp/main.dp.cpp,"       /*
","       /*
"
145,../oneAPI-DirectProgramming-training/lombscargle/dpcpp/main.dp.cpp,"     /*
","     /*
"
146,../oneAPI-DirectProgramming-training/lombscargle/dpcpp/main.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(sycl::nd_range<3>(grids * threads, threads),
                        [=](sycl::nd_item<3> item_ct1) {
                          lombscargle(x_shape, freqs_shape, d_x, d_y, d_f, d_p,
                                      y_dot, item_ct1);
                        });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
       auto dpct_global_range = grids * threads;
 
       cgh.parallel_for(
           sycl::nd_range<3>(
               sycl::range<3>(dpct_global_range.get(2), dpct_global_range.get(1),
                              dpct_global_range.get(0)),
               sycl::range<3>(threads.get(2), threads.get(1), threads.get(0))),
           [=](sycl::nd_item<3> item_ct1) {
             lombscargle(x_shape, freqs_shape, d_x, d_y, d_f, d_p, y_dot,
                         item_ct1);
           });
     });
"
147,../oneAPI-DirectProgramming-training/lud/dpcpp/lud_kernels.dp.cpp,"   item_ct1.barrier();
","     item_ct1.barrier(sycl::access::fence_space::local_space);
"
148,../oneAPI-DirectProgramming-training/lud/dpcpp/lud_kernels.dp.cpp,"     item_ct1.barrier();
","         item_ct1.barrier(sycl::access::fence_space::local_space);
"
149,../oneAPI-DirectProgramming-training/lud/dpcpp/lud_kernels.dp.cpp,"     item_ct1.barrier();
","         item_ct1.barrier(sycl::access::fence_space::local_space);
"
150,../oneAPI-DirectProgramming-training/lud/dpcpp/lud_kernels.dp.cpp,"   item_ct1.barrier();
","     item_ct1.barrier(sycl::access::fence_space::local_space);
"
151,../oneAPI-DirectProgramming-training/lud/dpcpp/lud_kernels.dp.cpp,"   item_ct1.barrier();
","     item_ct1.barrier(sycl::access::fence_space::local_space);
"
152,../oneAPI-DirectProgramming-training/lud/dpcpp/lud_kernels.dp.cpp,"   item_ct1.barrier();
","     item_ct1.barrier(sycl::access::fence_space::local_space);
"
153,../oneAPI-DirectProgramming-training/maxpool3d/dpcpp/main.dp.cpp,"     /*
","     /*
"
154,../oneAPI-DirectProgramming-training/md/dpcpp/MD.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
         auto maxNeighbors_ct4 = maxNeighbors;
 
         cgh.parallel_for(
             sycl::nd_range<3>(
                 sycl::range<3>(1, 1, (globalSize + localSize - 1) / localSize) *
                     sycl::range<3>(1, 1, localSize),
                 sycl::range<3>(1, 1, localSize)),
             [=](sycl::nd_item<3> item_ct1) {
                 md(d_position, d_force, d_neighborList, nAtom, maxNeighbors_ct4,
                    lj1_t, lj2_t, cutsq_t, item_ct1);
             });
     });
","           q_ct1.submit([&](sycl::handler &cgh) {
                     auto maxNeighbors_ct4 = maxNeighbors;
 
                     cgh.parallel_for(
                         sycl::nd_range<3>(
                             sycl::range<3>(1, 1,
                                            (globalSize + localSize - 1) /
                                                localSize) *
                                 sycl::range<3>(1, 1, localSize),
                             sycl::range<3>(1, 1, localSize)),
                         [=](sycl::nd_item<3> item_ct1) {
                                   md(d_position, d_force, d_neighborList, nAtom,
                                      maxNeighbors_ct4, lj1_t, lj2_t, cutsq_t,
                                      item_ct1);
                         });
           });
"
155,../oneAPI-DirectProgramming-training/md/dpcpp/MD.dp.cpp,"         q_ct1.submit([&](sycl::handler &cgh) {
             auto maxNeighbors_ct4 = maxNeighbors;
 
             cgh.parallel_for(
                 sycl::nd_range<3>(
                     sycl::range<3>(1, 1,
                                    (globalSize + localSize - 1) / localSize) *
                         sycl::range<3>(1, 1, localSize),
                     sycl::range<3>(1, 1, localSize)),
                 [=](sycl::nd_item<3> item_ct1) {
                     md(d_position, d_force, d_neighborList, nAtom,
                        maxNeighbors_ct4, lj1_t, lj2_t, cutsq_t, item_ct1);
                 });
         });
","                     q_ct1.submit([&](sycl::handler &cgh) {
                               auto maxNeighbors_ct4 = maxNeighbors;
 
                               cgh.parallel_for(
                                   sycl::nd_range<3>(
                                       sycl::range<3>(
                                           1, 1,
                                           (globalSize + localSize - 1) /
                                               localSize) *
                                           sycl::range<3>(1, 1, localSize),
                                       sycl::range<3>(1, 1, localSize)),
                                   [=](sycl::nd_item<3> item_ct1) {
                                             md(d_position, d_force,
                                                d_neighborList, nAtom,
                                                maxNeighbors_ct4, lj1_t, lj2_t,
                                                cutsq_t, item_ct1);
                                   });
                     });
"
156,../oneAPI-DirectProgramming-training/md5hash/dpcpp/MD5Hash.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(sycl::range<3>(1, 1, nblocks) *
                                                sycl::range<3>(1, 1, nthreads),
                                            sycl::range<3>(1, 1, nthreads)),
                          [=](sycl::nd_item<3> item_ct1) {
                              md5hash_kernel(d_foundIndex, d_foundKey,
                                             d_foundDigest, keyspace, byteLength,
                                             valsPerByte, searchDigest0,
                                             searchDigest1, searchDigest2,
                                             searchDigest3, item_ct1);
                          });
     });
","     q_ct1.submit([&](sycl::handler &cgh) {
         cgh.parallel_for(sycl::nd_range<3>(sycl::range<3>(1, 1, nblocks) *
                                                sycl::range<3>(1, 1, nthreads),
                                            sycl::range<3>(1, 1, nthreads)),
                          [=](sycl::nd_item<3> item_ct1) {
                              md5hash_kernel(d_foundIndex, d_foundKey,
                                             d_foundDigest, keyspace, byteLength,
                                             valsPerByte, searchDigest0,
                                             searchDigest1, searchDigest2,
                                             searchDigest3, item_ct1);
                          });
     });
"
157,../oneAPI-DirectProgramming-training/medianfilter/dpcpp/main.dp.cpp,"   /*
","   /*
"
158,../oneAPI-DirectProgramming-training/medianfilter/dpcpp/MedianFilter.dp.cpp,"   item_ct1.barrier();
","   item_ct1.barrier();
"
159,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"     /*
","     /*
"
160,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"     /*
","     /*
"
161,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"       /*
","       /*
"
162,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"     /*
","     /*
"
163,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"     /*
","     /*
"
164,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"     /*
","     /*
"
165,../oneAPI-DirectProgramming-training/memcpy/dpcpp/main.dp.cpp,"     /*
","     /*
"
166,../oneAPI-DirectProgramming-training/mt/dpcpp/MT.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(
           sycl::nd_range<3>(gridBlocks * threadBlocks, threadBlocks),
           [=](sycl::nd_item<3> item_ct1) {
             mt(d_MT, d_Rand, nPerRng, item_ct1);
           });
     });
","         q_ct1.submit([&](sycl::handler &cgh) {
             auto dpct_global_range = gridBlocks * threadBlocks;
 
             cgh.parallel_for(
                 sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                  dpct_global_range.get(1),
                                                  dpct_global_range.get(0)),
                                   sycl::range<3>(threadBlocks.get(2),
                                                  threadBlocks.get(1),
                                                  threadBlocks.get(0))),
                 [=](sycl::nd_item<3> item_ct1) {
                     mt(d_MT, d_Rand, nPerRng, item_ct1);
                 });
         });
"
167,../oneAPI-DirectProgramming-training/mt/dpcpp/MT.dp.cpp,"     q_ct1.submit([&](sycl::handler &cgh) {
       cgh.parallel_for(
           sycl::nd_range<3>(gridBlocks * threadBlocks, threadBlocks),
           [=](sycl::nd_item<3> item_ct1) {
             boxmuller(d_Rand, nPerRng, item_ct1);
           });
     });
","         q_ct1.submit([&](sycl::handler &cgh) {
             auto dpct_global_range = gridBlocks * threadBlocks;
 
             cgh.parallel_for(
                 sycl::nd_range<3>(sycl::range<3>(dpct_global_range.get(2),
                                                  dpct_global_range.get(1),
                                                  dpct_global_range.get(0)),
                                   sycl::range<3>(threadBlocks.get(2),
                                                  threadBlocks.get(1),
                                                  threadBlocks.get(0))),
                 [=](sycl::nd_item<3> item_ct1) {
                     boxmuller(d_Rand, nPerRng, item_ct1);
                 });
         });
"
